Order ID,SKU,Postal Code,Store No,Year,Warehouse Bay,Quantity,Amount
100518,SKU-7755,58018,7,2021,31,153,6996.5
100519,SKU-8124,40693,30,2022,12,63,5183.19
100520,SKU-7659,94691,1,2023,124,102,2086.72
100521,SKU-6776,88547,26,2022,160,93,6359.41
100522,SKU-7820,69857,23,2022,143,181,2566.13
100523,SKU-4625,31034,28,2022,1,221,2241.42
100524,SKU-5871,62788,5,2023,145,105,2653.19
100525,SKU-7154,31936,32,2025,33,34,4457.58
100526,SKU-9062,70968,19,2022,122,117,5891.01
100527,SKU-2905,35140,34,2023,108,178,5101.48
100528,SKU-3664,98314,12,2023,134,24,7173.62
100529,SKU-3493,71834,16,2023,6,136,956.12
100530,SKU-5486,19688,6,2023,29,230,8676.26
100531,SKU-3033,91006,37,2021,139,76,2589.15
100532,SKU-3515,76663,10,2024,143,185,902.97
100533,SKU-5338,57442,19,2024,45,76,6793.98
100534,SKU-2067,55198,20,2023,220,131,4543.25
100535,SKU-2523,64406,35,2021,162,211,2592.41
100536,SKU-2843,30457,40,2024,123,161,4118.56
100537,SKU-1616,36152,29,2024,162,131,5532.68
100538,SKU-7791,46556,2,2022,194,194,4127.16
100539,SKU-9149,59308,3,2022,182,96,3276.94
100540,SKU-7997,54747,9,2025,160,67,3820.93
100541,SKU-6009,45213,16,2025,5,27,2970.63
100542,SKU-9024,14290,29,2022,105,225,2205.26
100543,SKU-2308,17251,22,2025,144,156,3867.24
100544,SKU-1665,18538,3,2023,44,160,4032.34
100545,SKU-6792,27070,4,2024,26,221,7896.27
100546,SKU-3794,18210,12,2021,200,41,6409.59
100547,SKU-6709,85090,25,2022,122,125,986.82
100548,SKU-7359,35422,22,2023,40,226,2861.94
100549,SKU-6909,49440,1,2025,74,100,6022.73
100550,SKU-1060,45716,4,2021,200,176,8366.27
100551,SKU-2608,98328,16,2024,21,184,5846.42
100552,SKU-6560,36785,36,2022,189,81,262.34
100553,SKU-8987,68835,15,2021,53,166,8381.78
100554,SKU-9276,90186,30,2025,199,78,966.28
100555,SKU-9536,16738,32,2023,88,34,4617.03
100556,SKU-5893,74125,25,2022,160,167,3472.2
100557,SKU-4875,14260,21,2024,192,220,2649.92
100558,SKU-4060,13152,5,2022,172,239,1412.78
100559,SKU-3234,78528,32,2021,172,140,2295.46
100560,SKU-3389,81772,33,2025,85,112,4215.33
100561,SKU-6162,71868,40,2021,120,104,132.81
100562,SKU-3421,81142,6,2023,7,185,1273.12
100563,SKU-3360,77324,16,2023,183,8,674.04
100564,SKU-3751,56569,26,2023,57,184,3459.32
100565,SKU-4635,35039,10,2024,170,164,1100.19
100566,SKU-9355,47661,20,2024,201,132,3629.88
100567,SKU-6476,62377,3,2021,38,198,621.78
100568,SKU-8095,39330,36,2024,155,81,6048
100569,SKU-4879,15807,40,2025,3,86,2211.29
100570,SKU-1741,61557,21,2025,201,121,5621.37
100571,SKU-1798,84991,30,2022,200,239,3703.82
100572,SKU-9829,85262,23,2024,147,115,7037
100573,SKU-1367,88714,3,2024,34,102,4907.39
100574,SKU-3917,99752,25,2023,104,64,7485.73
100575,SKU-3892,86231,9,2023,183,49,7467.97
100576,SKU-7297,30049,11,2023,93,95,2150
100577,SKU-8494,43273,3,2025,30,19,2659.43
100578,SKU-5947,58798,6,2025,38,83,8642.04
100579,SKU-8033,84350,5,2025,186,184,6987.6
100580,SKU-4224,77731,6,2021,30,77,5908.77
100581,SKU-1030,34661,3,2025,50,155,2981.89
100582,SKU-4439,37495,23,2024,25,165,3172.03
100583,SKU-1399,11161,32,2023,84,194,2252.91
100584,SKU-9474,29343,13,2021,154,179,5161.39
100585,SKU-9459,76009,14,2021,17,108,3338.82
100586,SKU-7488,74791,40,2023,200,72,7595.72
100587,SKU-4411,28433,3,2023,23,245,7345.08
100588,SKU-6304,93951,11,2022,92,211,6316
100589,SKU-2912,26347,9,2021,48,23,2054.5
100590,SKU-1366,21648,18,2025,160,245,2126.77
100591,SKU-5179,99553,15,2023,45,91,3247.94
100592,SKU-5273,14789,3,2023,108,37,6689.76
100593,SKU-6290,81044,13,2023,81,68,7602.86
100594,SKU-4740,99459,28,2021,24,83,3499.79
100595,SKU-1228,19568,25,2021,142,61,1842.01
100596,SKU-5691,62258,19,2025,205,84,3345.83
100597,SKU-4141,77845,21,2025,36,27,3041.24
100598,SKU-5097,80273,9,2025,65,249,1902
100599,SKU-3232,44761,16,2022,169,19,6301.44
100600,SKU-4740,84983,21,2024,75,229,1183.65
100601,SKU-8007,88777,31,2021,92,149,5722.8
100602,SKU-9283,28649,7,2022,110,35,7899.9
100603,SKU-6620,49499,22,2025,35,238,6753.4
100604,SKU-2148,14958,10,2022,205,83,7737.05
100605,SKU-4590,41895,22,2023,17,155,328.02
100606,SKU-2013,56008,24,2021,190,214,1117.14
100607,SKU-7517,35432,32,2024,27,73,4752.11
100608,SKU-1120,21362,3,2023,101,126,7969.77
100609,SKU-1628,60135,17,2025,193,49,3477.67
100610,SKU-5112,48383,24,2025,184,139,8844.45
100611,SKU-1032,35518,16,2024,201,235,4101.15
100612,SKU-9131,40280,31,2023,66,32,7412.7
100613,SKU-4899,27391,4,2021,120,24,1865.84
100614,SKU-1414,53427,15,2024,93,244,5924.84
100615,SKU-7663,10065,16,2023,184,95,5601.65
100616,SKU-1567,63565,37,2021,182,72,288.86
100617,SKU-9142,10009,28,2022,167,110,7799.25
100618,SKU-5753,85056,5,2025,39,150,3721.92
100619,SKU-4682,78005,40,2025,180,231,5557.46
100620,SKU-2352,40050,8,2024,85,194,437.76
100621,SKU-8819,54097,40,2025,172,133,456.97
100622,SKU-3653,72244,19,2023,214,158,2948.67
100623,SKU-7988,29488,18,2021,67,30,5479.31
100624,SKU-3817,42634,31,2024,60,105,8529.19
100625,SKU-4394,84324,29,2024,60,66,3380.04
100626,SKU-3295,46732,32,2022,185,140,2853.21
100627,SKU-9965,13276,9,2025,85,176,1478.62
100628,SKU-2058,35953,36,2022,176,25,8618.82
100629,SKU-7829,85294,34,2024,13,102,8856.11
100630,SKU-6228,97617,10,2022,40,11,5789.37
100631,SKU-6790,62552,33,2021,101,62,3311.53
100632,SKU-1933,19418,19,2024,135,14,4599.71
100633,SKU-9577,56517,12,2024,27,19,1032.38
100634,SKU-1238,47146,37,2022,169,35,6174.89
100635,SKU-2082,20632,22,2025,20,249,5190.66
100636,SKU-6983,72428,15,2022,218,9,4380.68
100637,SKU-6406,46626,36,2021,205,165,4822.56
100638,SKU-8854,59043,23,2025,109,160,6198.41
100639,SKU-4612,97765,24,2025,140,168,3148.94
100640,SKU-7171,50314,35,2025,220,90,1602.7
100641,SKU-9742,92976,38,2024,173,105,7650.69
100642,SKU-9768,11051,19,2021,30,211,8372.51
100643,SKU-7820,50207,30,2024,37,78,4837.22
100644,SKU-4826,86894,11,2023,126,53,1726.49
100645,SKU-3447,88886,11,2025,78,15,8913.34
100646,SKU-8392,42756,28,2024,143,242,5470.02
100647,SKU-1470,20773,25,2025,154,16,6435.69
100648,SKU-6499,14252,36,2025,176,217,938.16
100649,SKU-9939,36629,33,2024,76,195,2000.77
100650,SKU-3935,55400,39,2023,20,64,6270.79
100651,SKU-2397,95175,24,2023,159,143,2334.46
100652,SKU-8696,80648,28,2024,149,250,2119.98
100653,SKU-3744,35866,7,2022,53,80,7457.06
100654,SKU-4298,13789,39,2024,119,208,4536.53
100655,SKU-6938,12929,28,2023,118,37,8859.42
100656,SKU-4265,14651,5,2023,168,11,5246.57
100657,SKU-2699,99148,40,2023,30,49,3424.65
100658,SKU-2005,11464,18,2022,115,156,53.81
100659,SKU-7554,30843,34,2021,201,35,7881.96
100660,SKU-7781,43106,11,2023,56,172,1133.28
100661,SKU-2341,87830,36,2024,10,132,5659.72
100662,SKU-1922,38158,4,2022,24,85,6525.2
100663,SKU-2385,31136,37,2022,24,35,2409.48
100664,SKU-3410,47465,35,2025,13,18,8289.62
100665,SKU-5143,76001,26,2025,6,33,8280.65
100666,SKU-9044,25372,30,2021,16,250,213.73
100667,SKU-1901,10149,27,2025,192,89,8834.67
100668,SKU-6429,34392,30,2022,150,159,5287.04
100669,SKU-4452,36125,33,2024,165,72,3029.31
100670,SKU-9449,99253,5,2025,206,141,5794.38
100671,SKU-8235,31297,40,2021,219,192,5285.65
100672,SKU-8560,40939,8,2024,171,229,2818.37
100673,SKU-3801,81274,10,2022,134,60,8758.05
100674,SKU-4186,34264,23,2022,107,59,4728.73
100675,SKU-3115,33815,15,2024,215,146,6259.6
100676,SKU-3000,29314,8,2025,125,175,7770.7
100677,SKU-8451,81774,1,2022,179,93,2773.77
100678,SKU-9091,36415,10,2025,90,52,6368.71
100679,SKU-6890,29555,30,2024,66,14,7626.13
100680,SKU-4141,82905,14,2025,113,36,6202.49
100681,SKU-5748,68256,11,2025,162,5,5087.88
100682,SKU-2164,91099,20,2022,179,192,3521.94
100683,SKU-1973,97560,31,2022,77,181,7861.49
100684,SKU-2442,30524,30,2024,210,222,1292.85
100685,SKU-2034,20841,20,2024,26,229,5594.47
100686,SKU-5435,91574,2,2021,46,42,6849.46
100687,SKU-5010,18567,40,2025,210,84,77.05
100688,SKU-8742,38589,6,2022,191,27,5440.73
100689,SKU-5790,58816,27,2024,23,178,6709.11
100690,SKU-1496,30950,32,2024,125,183,5597.34
100691,SKU-2964,82627,30,2023,59,145,3804.7
100692,SKU-7438,70943,3,2022,34,224,7584.31
100693,SKU-4024,37518,14,2023,1,32,6507.36
100694,SKU-4043,89086,15,2025,150,232,2636.04
100695,SKU-9201,24876,1,2025,95,129,7847.4
100696,SKU-7295,84142,36,2025,83,65,1381.12
100697,SKU-1570,41438,35,2024,144,84,3415.14
100698,SKU-2809,68792,13,2022,106,140,2378.75
100699,SKU-1389,59276,32,2023,13,109,7305.65
100700,SKU-2397,48472,4,2023,14,110,2620.12
