Txn Date,Store,Category,Payment Type,Basket Items,Basket Value
08.02.2024,Store 10,Networking,Wallet,5,114.5
20.05.2025,Store 27,Peripherals,Cash,9,32.69
12.05.2024,Store 25,Storage,Cash,21,155.34
20.01.2025,Store 34,Storage,Card,3,479.13
18.06.2024,Store 16,Peripherals,Wallet,12,397
09.04.2024,Store 20,Laptops,Card,12,389.8
31.01.2024,Store 15,Storage,Card,17,448.33
24.02.2024,Store 07,Storage,Wallet,15,29.38
10.04.2025,Store 08,Networking,Cash,1,163.36
19.07.2025,Store 22,Laptops,Wallet,19,77.04
16.04.2025,Store 30,Laptops,Wallet,4,229.36
02.11.2024,Store 17,Networking,Card,17,198.73
12.03.2025,Store 04,Laptops,Cash,13,282.17
27.06.2025,Store 25,Storage,Wallet,15,181.46
04.09.2024,Store 15,Storage,Voucher,15,466.34
27.02.2025,Store 40,Networking,Card,12,168.26
26.01.2025,Store 32,Storage,Cash,8,70.06
23.08.2025,Store 29,Monitors,Card,14,232.54
23.01.2025,Store 31,Laptops,Wallet,5,6.45
31.05.2024,Store 02,Networking,Cash,10,120.91
24.10.2024,Store 08,Laptops,Cash,2,82.5
15.02.2025,Store 03,Storage,Cash,5,302.32
08.02.2024,Store 11,Monitors,Card,4,397.15
03.01.2025,Store 40,Monitors,Cash,7,314.32
27.01.2024,Store 31,Monitors,Card,9,73.6
24.04.2025,Store 29,Peripherals,Card,12,329.51
20.08.2024,Store 09,Peripherals,Card,22,114.4
27.07.2024,Store 38,Monitors,Card,15,374.77
02.06.2025,Store 21,Monitors,Cash,11,372.87
23.11.2024,Store 33,Monitors,Wallet,17,214.55
04.01.2024,Store 23,Peripherals,Wallet,11,50.45
29.01.2025,Store 12,Monitors,Card,7,75.96
01.09.2025,Store 32,Monitors,Card,12,294.82
22.06.2024,Store 26,Storage,Voucher,10,141.95
24.11.2025,Store 08,Networking,Cash,5,395.25
20.10.2024,Store 02,Peripherals,Cash,10,158.95
17.03.2025,Store 40,Storage,Cash,19,95.64
10.07.2024,Store 06,Networking,Card,19,196.17
05.02.2025,Store 17,Networking,Card,2,177.8
26.10.2025,Store 34,Storage,Cash,11,44.93
02.05.2025,Store 14,Peripherals,Card,21,208.41
16.07.2024,Store 29,Monitors,Voucher,10,278.22
25.10.2025,Store 05,Laptops,Card,17,196.54
18.02.2025,Store 01,Monitors,Voucher,19,26.03
20.09.2025,Store 16,Networking,Card,3,367.87
30.05.2025,Store 19,Laptops,Cash,6,239.89
11.10.2025,Store 12,Storage,Cash,1,243.72
28.11.2025,Store 37,Networking,Wallet,21,63.32
28.09.2025,Store 40,Monitors,Voucher,5,272.86
29.08.2025,Store 23,Storage,Card,13,216.55
01.12.2025,Store 38,Monitors,Voucher,17,445.29
01.07.2024,Store 22,Storage,Wallet,21,449.12
17.07.2025,Store 35,Storage,Cash,11,186.36
19.09.2025,Store 31,Monitors,Voucher,18,62.4
21.08.2024,Store 14,Laptops,Card,8,275.52
01.04.2024,Store 07,Monitors,Voucher,16,316.8
30.06.2024,Store 03,Monitors,Voucher,6,287.95
16.05.2024,Store 31,Peripherals,Voucher,5,430.87
28.08.2024,Store 28,Monitors,Voucher,16,186
14.08.2024,Store 05,Monitors,Cash,8,343.92
30.06.2025,Store 06,Peripherals,Cash,10,403.7
06.05.2024,Store 05,Peripherals,Cash,22,130.66
03.10.2025,Store 32,Networking,Card,10,100.69
12.03.2024,Store 02,Monitors,Card,13,262.55
12.11.2025,Store 12,Networking,Card,20,154.79
07.09.2025,Store 32,Laptops,Cash,1,227.22
16.04.2024,Store 28,Storage,Wallet,8,434.42
18.10.2024,Store 15,Networking,Card,14,101.92
05.06.2024,Store 17,Storage,Voucher,21,319.93
13.05.2025,Store 38,Storage,Card,15,391.24
27.11.2025,Store 10,Monitors,Wallet,1,205.85
17.09.2025,Store 05,Peripherals,Voucher,8,218.03
10.07.2024,Store 01,Monitors,Cash,4,191.48
11.11.2024,Store 11,Storage,Card,6,126.85
01.10.2025,Store 12,Monitors,Cash,5,92.34
24.10.2024,Store 29,Storage,Cash,3,301.54
27.12.2024,Store 19,Laptops,Card,21,323.88
27.09.2024,Store 11,Laptops,Cash,13,277.04
01.09.2025,Store 05,Laptops,Wallet,7,210.56
01.02.2024,Store 36,Peripherals,Card,15,15.74
30.03.2025,Store 34,Storage,Voucher,20,439.36
10.08.2024,Store 35,Storage,Voucher,14,453.97
24.04.2025,Store 14,Storage,Cash,12,121.74
05.12.2024,Store 18,Peripherals,Card,20,139.86
24.07.2024,Store 40,Storage,Cash,8,319.04
06.05.2024,Store 33,Peripherals,Wallet,1,345.41
24.05.2024,Store 11,Peripherals,Card,15,370.7
21.01.2025,Store 40,Laptops,Wallet,14,196.29
06.06.2024,Store 14,Networking,Voucher,5,344.71
14.03.2025,Store 15,Monitors,Voucher,5,200.23
30.06.2024,Store 03,Storage,Card,7,310.57
29.09.2024,Store 14,Laptops,Cash,3,391.96
06.02.2025,Store 28,Peripherals,Wallet,2,28.26
19.05.2024,Store 30,Peripherals,Cash,1,274.72
19.01.2024,Store 38,Monitors,Card,11,315.13
12.07.2024,Store 28,Peripherals,Voucher,18,440.34
17.08.2025,Store 34,Monitors,Voucher,17,293.13
03.05.2024,Store 14,Monitors,Card,6,470.7
07.04.2024,Store 05,Networking,Cash,5,217.2
15.06.2025,Store 21,Networking,Card,14,432.54
26.11.2025,Store 27,Monitors,Voucher,16,283.32
27.05.2025,Store 05,Storage,Wallet,21,287.71
11.04.2025,Store 35,Monitors,Cash,8,436.24
28.02.2025,Store 18,Networking,Cash,1,103.04
08.08.2025,Store 30,Networking,Cash,3,406.93
08.09.2024,Store 27,Storage,Voucher,22,214.86
27.04.2025,Store 24,Laptops,Voucher,11,310.96
14.07.2024,Store 33,Monitors,Wallet,3,268.31
23.03.2024,Store 15,Monitors,Card,16,281.61
23.06.2025,Store 17,Monitors,Wallet,18,210.33
02.02.2025,Store 37,Peripherals,Card,12,119.35
11.08.2025,Store 05,Peripherals,Wallet,17,57.3
21.04.2025,Store 30,Laptops,Wallet,11,392.61
25.01.2024,Store 11,Laptops,Card,16,283.44
17.05.2024,Store 22,Networking,Voucher,10,186.24
18.07.2025,Store 27,Storage,Wallet,16,329.24
17.03.2024,Store 28,Laptops,Wallet,12,439.39
07.06.2024,Store 27,Peripherals,Cash,11,292.68
16.05.2025,Store 30,Laptops,Wallet,20,206.68
31.07.2025,Store 30,Laptops,Voucher,12,11.45
02.10.2024,Store 25,Networking,Cash,12,237.14
08.11.2024,Store 07,Peripherals,Voucher,2,355.61
19.08.2025,Store 24,Laptops,Cash,21,157.85
24.05.2024,Store 30,Monitors,Voucher,21,167.1
28.08.2024,Store 37,Monitors,Cash,20,278.56
20.04.2025,Store 39,Laptops,Cash,15,375.92
07.11.2025,Store 31,Laptops,Wallet,1,248.53
29.05.2024,Store 39,Laptops,Card,1,191.59
11.03.2024,Store 14,Peripherals,Voucher,1,265.38
04.08.2025,Store 18,Peripherals,Card,4,254.93
11.08.2025,Store 19,Laptops,Voucher,18,324.72
08.11.2025,Store 27,Peripherals,Wallet,4,335.08
02.03.2024,Store 14,Monitors,Cash,4,200.02
01.03.2025,Store 28,Monitors,Voucher,6,136.45
22.09.2025,Store 19,Laptops,Cash,4,172.29
30.11.2024,Store 40,Peripherals,Card,5,463.53
28.10.2024,Store 12,Monitors,Cash,22,136.34
18.01.2025,Store 09,Peripherals,Voucher,15,208.25
02.11.2024,Store 15,Laptops,Voucher,3,15.82
04.03.2025,Store 03,Monitors,Voucher,1,315.06
15.11.2025,Store 37,Networking,Card,12,233.24
04.03.2025,Store 36,Monitors,Wallet,13,467.55
15.07.2024,Store 22,Monitors,Wallet,14,107.78
14.02.2025,Store 05,Peripherals,Wallet,19,306.62
17.07.2025,Store 36,Storage,Voucher,13,367.51
30.06.2024,Store 05,Monitors,Voucher,12,477.99
28.03.2025,Store 28,Monitors,Wallet,13,286.77
05.05.2024,Store 23,Storage,Card,12,405.97
04.12.2024,Store 20,Peripherals,Card,21,173.63
23.03.2024,Store 16,Networking,Wallet,11,426.99
05.12.2024,Store 14,Laptops,Card,19,339.49
12.09.2025,Store 01,Networking,Card,20,473.26
03.04.2024,Store 23,Peripherals,Wallet,9,310.61
18.04.2024,Store 11,Monitors,Wallet,8,382.04
10.12.2024,Store 15,Networking,Card,20,61.46
20.11.2025,Store 25,Storage,Voucher,9,317.31
28.03.2024,Store 08,Storage,Voucher,1,222.92
08.05.2024,Store 27,Networking,Wallet,4,410.59
12.10.2024,Store 36,Peripherals,Wallet,4,326.81
25.07.2024,Store 20,Networking,Card,7,194.46
13.12.2024,Store 37,Monitors,Card,22,254.43
09.06.2024,Store 09,Networking,Card,8,391.02
26.06.2024,Store 02,Storage,Card,13,403.28
04.04.2024,Store 27,Peripherals,Cash,8,336.16
28.01.2025,Store 33,Storage,Card,16,468.48
27.11.2024,Store 37,Laptops,Wallet,6,15.6
19.01.2025,Store 22,Monitors,Wallet,18,475.9
04.08.2024,Store 18,Storage,Voucher,1,394.2
02.01.2024,Store 12,Networking,Voucher,9,385.81
25.12.2024,Store 06,Laptops,Wallet,1,387.59
29.03.2025,Store 01,Networking,Cash,13,344.23
28.04.2025,Store 18,Laptops,Wallet,10,338.25
12.08.2025,Store 27,Peripherals,Cash,11,398.5
06.03.2024,Store 36,Laptops,Cash,10,56.34
07.07.2025,Store 36,Monitors,Voucher,13,96.37
24.06.2025,Store 09,Monitors,Cash,4,127.37
20.06.2024,Store 08,Networking,Voucher,5,51.91
05.07.2025,Store 06,Monitors,Wallet,5,277.8
17.10.2024,Store 08,Peripherals,Card,10,113.6
26.11.2024,Store 11,Monitors,Card,16,29.67
06.09.2024,Store 37,Monitors,Cash,12,417.57
04.11.2024,Store 09,Storage,Voucher,4,305.52
11.06.2025,Store 36,Networking,Cash,16,180.45
23.07.2024,Store 02,Laptops,Cash,8,310.23
19.06.2024,Store 24,Storage,Cash,20,267.36
31.07.2024,Store 24,Storage,Voucher,6,28.14
10.08.2024,Store 40,Storage,Card,7,332.09
07.04.2024,Store 40,Networking,Wallet,15,477.74
13.05.2025,Store 24,Networking,Card,9,5.55
16.06.2024,Store 01,Laptops,Card,17,386.91
11.11.2024,Store 29,Networking,Voucher,18,218.9
16.03.2024,Store 17,Monitors,Cash,11,288.89
15.10.2024,Store 29,Storage,Voucher,5,97.88
23.02.2024,Store 34,Monitors,Card,3,414.8
01.11.2024,Store 16,Networking,Cash,6,195.48
03.02.2025,Store 36,Laptops,Voucher,22,51.18
22.03.2025,Store 25,Peripherals,Card,8,15.8
29.03.2024,Store 36,Laptops,Voucher,14,478.76
19.07.2025,Store 26,Monitors,Cash,11,167.01
04.07.2024,Store 40,Networking,Card,21,278.51
11.05.2025,Store 23,Laptops,Voucher,3,237.28
25.03.2024,Store 19,Monitors,Cash,6,69.25
05.08.2024,Store 06,Storage,Voucher,19,362.31
12.02.2024,Store 06,Peripherals,Wallet,4,392.1
29.07.2025,Store 03,Peripherals,Cash,16,16.38
16.03.2024,Store 05,Laptops,Voucher,14,400.25
12.09.2025,Store 07,Monitors,Voucher,6,39.33
02.04.2024,Store 21,Laptops,Card,10,24.46
08.03.2024,Store 05,Storage,Wallet,19,131.44
19.11.2024,Store 28,Peripherals,Voucher,2,112.34
21.11.2025,Store 34,Laptops,Wallet,15,467.99
16.05.2024,Store 01,Networking,Card,7,228.78
02.01.2024,Store 31,Networking,Voucher,15,196.86
20.03.2024,Store 15,Laptops,Card,9,235.72
30.07.2024,Store 40,Storage,Card,11,74.72
10.06.2025,Store 14,Networking,Card,15,461.92
27.10.2025,Store 25,Peripherals,Card,18,77.7
23.10.2025,Store 03,Peripherals,Card,20,43.49
31.12.2024,Store 18,Networking,Voucher,16,62.23
23.11.2025,Store 09,Networking,Card,13,257.61
08.12.2024,Store 04,Networking,Voucher,15,311.84
29.08.2025,Store 03,Monitors,Wallet,22,191.91
29.08.2025,Store 30,Peripherals,Card,6,159.43
23.01.2025,Store 07,Networking,Cash,19,167.95
01.07.2025,Store 11,Storage,Card,13,36.81
13.02.2025,Store 15,Networking,Wallet,8,181.53
20.10.2025,Store 15,Peripherals,Card,21,413.84
17.02.2025,Store 08,Networking,Wallet,6,70.31
06.05.2024,Store 36,Laptops,Cash,12,239.01
10.07.2025,Store 05,Storage,Card,15,233.63
12.12.2024,Store 29,Peripherals,Voucher,3,147.08
29.11.2024,Store 10,Monitors,Cash,20,470.41
29.09.2024,Store 27,Peripherals,Voucher,17,25.47
03.05.2024,Store 04,Networking,Card,10,68.06
23.07.2024,Store 18,Networking,Cash,17,94.16
03.12.2024,Store 07,Networking,Cash,2,388.81
29.05.2024,Store 37,Networking,Card,1,160.45
25.03.2024,Store 13,Peripherals,Voucher,9,174.91
14.09.2024,Store 11,Peripherals,Cash,14,430.3
19.06.2025,Store 15,Networking,Card,14,152.68
14.10.2024,Store 03,Laptops,Card,14,270.38
08.09.2024,Store 27,Laptops,Voucher,19,230.77
14.03.2024,Store 25,Networking,Card,13,120.06
24.03.2024,Store 40,Peripherals,Card,2,454.62
03.12.2024,Store 30,Laptops,Cash,8,282.81
22.08.2025,Store 05,Laptops,Wallet,18,235.34
05.09.2024,Store 28,Storage,Card,17,404.43
09.02.2024,Store 34,Monitors,Card,9,265.41
27.06.2025,Store 27,Networking,Card,4,9.71
25.01.2025,Store 16,Laptops,Card,14,451.75
25.04.2024,Store 23,Networking,Wallet,21,459.49
02.08.2025,Store 15,Peripherals,Card,18,148.73
13.11.2025,Store 12,Networking,Cash,7,180.83
25.10.2024,Store 09,Storage,Cash,13,174.29
13.09.2024,Store 01,Storage,Cash,1,92.38
01.04.2025,Store 36,Laptops,Card,12,140.97
11.12.2024,Store 15,Laptops,Voucher,20,218.44
30.01.2025,Store 08,Monitors,Card,5,17.39
27.08.2024,Store 40,Monitors,Wallet,4,313.69
31.03.2024,Store 03,Monitors,Voucher,7,342.9
15.04.2024,Store 35,Laptops,Wallet,12,372.42
18.08.2025,Store 25,Storage,Wallet,10,360.08
20.03.2025,Store 23,Monitors,Wallet,7,294.77
03.04.2025,Store 08,Storage,Card,14,322.53
22.07.2025,Store 34,Monitors,Cash,21,165.06
27.11.2024,Store 23,Peripherals,Card,1,131.24
23.08.2024,Store 17,Laptops,Cash,21,321.62
20.03.2025,Store 34,Storage,Wallet,2,389.7
07.05.2024,Store 11,Storage,Card,10,203.12
21.07.2024,Store 03,Networking,Cash,3,450.9
18.03.2024,Store 13,Monitors,Voucher,10,253.24
29.03.2025,Store 22,Networking,Voucher,14,315.09
10.06.2025,Store 09,Networking,Wallet,8,111.3
16.06.2024,Store 23,Peripherals,Wallet,4,461.19
23.11.2025,Store 14,Storage,Card,3,22.21
13.03.2025,Store 28,Monitors,Card,19,161.31
31.05.2025,Store 02,Laptops,Card,4,207.43
27.04.2024,Store 14,Monitors,Card,6,140.77
22.06.2025,Store 10,Networking,Card,20,260.4
11.04.2025,Store 26,Networking,Card,7,265.11
11.05.2024,Store 14,Storage,Cash,13,89.73
02.05.2024,Store 23,Peripherals,Voucher,6,427.73
24.07.2025,Store 11,Peripherals,Voucher,21,158.67
11.06.2024,Store 22,Peripherals,Voucher,4,69.58
17.11.2025,Store 01,Peripherals,Wallet,20,418.42
09.10.2024,Store 32,Networking,Voucher,8,161.44
06.03.2025,Store 07,Laptops,Card,3,223.35
06.04.2024,Store 11,Peripherals,Card,10,427.46
10.08.2025,Store 06,Peripherals,Wallet,16,450.63
12.03.2025,Store 29,Peripherals,Wallet,14,203.87
04.10.2024,Store 09,Networking,Wallet,20,337.48
25.12.2024,Store 25,Networking,Wallet,19,241.98
01.04.2024,Store 05,Networking,Cash,4,382.17
17.06.2024,Store 34,Networking,Wallet,17,234.32
18.02.2025,Store 02,Laptops,Cash,3,145.6
02.07.2025,Store 39,Storage,Voucher,9,16.37
05.06.2025,Store 32,Laptops,Card,10,188.45
14.10.2025,Store 11,Networking,Cash,4,298.35
19.12.2024,Store 04,Laptops,Card,17,352.89
18.05.2025,Store 03,Storage,Card,20,18.99
22.04.2024,Store 32,Laptops,Wallet,20,477.71
27.02.2025,Store 12,Laptops,Card,16,266.57
06.03.2024,Store 13,Networking,Voucher,18,297.66
14.02.2024,Store 10,Laptops,Voucher,11,161.46
03.03.2024,Store 29,Laptops,Voucher,8,285.9
06.05.2025,Store 35,Laptops,Wallet,1,338.77
07.02.2025,Store 07,Storage,Cash,18,119.44
13.01.2025,Store 38,Laptops,Cash,12,360.49
28.03.2024,Store 38,Peripherals,Wallet,20,375.64
14.03.2024,Store 12,Peripherals,Card,3,118.51
08.03.2024,Store 05,Storage,Cash,15,251.07
05.11.2025,Store 24,Networking,Cash,22,465.62
09.05.2024,Store 03,Storage,Wallet,13,4.53
25.09.2025,Store 35,Laptops,Wallet,17,121.12
31.10.2024,Store 05,Laptops,Card,7,20.9
28.02.2025,Store 29,Monitors,Cash,3,91.07
16.03.2025,Store 10,Networking,Wallet,8,261.09
14.05.2025,Store 33,Monitors,Card,4,16.68
29.06.2024,Store 09,Laptops,Voucher,11,413.29
20.02.2025,Store 15,Storage,Wallet,4,325.33
30.08.2024,Store 28,Monitors,Wallet,19,284.67
23.02.2025,Store 05,Laptops,Voucher,6,105.6
29.08.2025,Store 27,Networking,Wallet,22,431.86
07.07.2024,Store 01,Networking,Cash,10,331.43
16.01.2024,Store 26,Networking,Card,6,368.84
19.02.2025,Store 38,Peripherals,Voucher,5,434.13
14.01.2024,Store 01,Networking,Card,6,281.82
30.10.2025,Store 21,Storage,Wallet,13,175.25
24.04.2024,Store 33,Networking,Card,10,278.7
26.08.2024,Store 04,Peripherals,Cash,18,25.27
02.06.2024,Store 39,Peripherals,Wallet,17,138.98
06.07.2025,Store 31,Peripherals,Card,14,278.98
15.05.2025,Store 15,Networking,Cash,17,124.94
11.03.2025,Store 30,Monitors,Card,22,242.58
13.11.2024,Store 17,Networking,Card,10,446.77
04.05.2024,Store 08,Laptops,Voucher,2,55.09
03.05.2025,Store 19,Peripherals,Wallet,2,234.78
27.08.2024,Store 22,Peripherals,Wallet,5,400.56
03.12.2024,Store 06,Laptops,Card,17,380.67
17.06.2025,Store 08,Networking,Card,1,412.81
03.06.2025,Store 15,Storage,Wallet,11,324.06
24.02.2025,Store 18,Networking,Wallet,17,385.09
24.04.2025,Store 37,Networking,Voucher,15,464.2
14.01.2025,Store 13,Peripherals,Voucher,13,169.68
09.07.2025,Store 10,Laptops,Card,5,93.04
02.07.2024,Store 14,Laptops,Wallet,4,147.89
18.06.2024,Store 17,Peripherals,Cash,8,438.93
21.06.2025,Store 36,Monitors,Wallet,19,465.42
05.03.2025,Store 04,Networking,Voucher,7,359.96
25.10.2024,Store 14,Peripherals,Wallet,18,186.51
16.03.2024,Store 10,Monitors,Wallet,2,436.7
21.02.2025,Store 02,Monitors,Wallet,15,428.57
26.07.2024,Store 22,Monitors,Card,18,404.88
26.11.2025,Store 28,Monitors,Cash,21,139.53
05.01.2024,Store 09,Storage,Wallet,18,295.92
01.07.2024,Store 09,Networking,Card,6,346.83
24.06.2024,Store 09,Monitors,Wallet,14,182.05
08.03.2024,Store 28,Networking,Card,1,90.06
12.01.2025,Store 12,Monitors,Wallet,5,432.69
23.02.2025,Store 05,Laptops,Cash,18,413.98
27.11.2024,Store 28,Laptops,Voucher,4,24.69
27.11.2024,Store 05,Peripherals,Cash,9,69.89
15.02.2024,Store 03,Networking,Wallet,17,137.93
19.10.2024,Store 16,Peripherals,Voucher,20,218.06
15.08.2025,Store 31,Laptops,Card,3,391.33
11.11.2025,Store 23,Storage,Wallet,22,235.46
12.02.2024,Store 13,Storage,Card,3,387.73
24.08.2024,Store 16,Storage,Voucher,21,423.04
22.10.2025,Store 06,Monitors,Card,18,225.62
16.09.2024,Store 17,Laptops,Cash,5,348.65
04.10.2025,Store 30,Storage,Voucher,15,115.57
10.07.2024,Store 21,Networking,Wallet,12,68.22
17.04.2024,Store 11,Peripherals,Card,15,414.43
10.01.2024,Store 04,Peripherals,Voucher,20,154.44
21.08.2024,Store 09,Monitors,Wallet,1,131.46
10.02.2024,Store 29,Laptops,Card,16,453.55
28.07.2024,Store 11,Storage,Wallet,5,150.86
12.04.2024,Store 03,Storage,Voucher,15,478.36
28.01.2025,Store 07,Laptops,Voucher,17,194.12
02.04.2024,Store 02,Monitors,Wallet,21,19.25
27.08.2025,Store 27,Storage,Wallet,7,196.07
03.11.2024,Store 16,Peripherals,Cash,22,154.41
18.02.2025,Store 32,Monitors,Card,19,323.29
17.06.2024,Store 13,Networking,Voucher,20,197.57
25.01.2024,Store 08,Laptops,Cash,18,167.58
06.07.2025,Store 08,Laptops,Voucher,6,252.85
09.04.2025,Store 13,Peripherals,Cash,20,388.38
24.06.2025,Store 31,Peripherals,Wallet,13,66.54
06.10.2024,Store 36,Peripherals,Cash,7,186.84
05.02.2025,Store 22,Laptops,Card,7,437.12
17.06.2024,Store 25,Networking,Voucher,1,237.37
29.11.2024,Store 38,Monitors,Card,7,169.11
31.10.2025,Store 14,Storage,Voucher,20,406.71
20.02.2025,Store 28,Monitors,Cash,2,247.11
16.09.2025,Store 35,Networking,Card,9,122
29.09.2025,Store 30,Monitors,Cash,2,195.19
09.06.2025,Store 23,Peripherals,Wallet,4,347.31
01.04.2024,Store 02,Storage,Voucher,20,83.77
12.12.2024,Store 12,Networking,Wallet,13,189.62
12.02.2024,Store 27,Networking,Card,21,375.12
11.11.2024,Store 02,Networking,Cash,12,458.14
18.04.2025,Store 14,Monitors,Card,15,470.48
30.07.2024,Store 40,Storage,Cash,21,175.9
09.09.2024,Store 13,Peripherals,Cash,8,316.42
09.02.2025,Store 34,Peripherals,Wallet,6,342.25
28.05.2025,Store 11,Storage,Wallet,7,166.91
12.03.2024,Store 39,Peripherals,Card,14,369.87
15.10.2025,Store 13,Laptops,Card,7,389.55
19.03.2024,Store 23,Laptops,Card,16,129.8
21.05.2025,Store 22,Storage,Voucher,3,211.78
20.04.2024,Store 08,Storage,Voucher,10,97.89
19.07.2025,Store 24,Storage,Voucher,15,266.23
31.05.2025,Store 26,Peripherals,Card,11,9.17
22.07.2024,Store 15,Peripherals,Voucher,9,141.34
25.01.2025,Store 26,Storage,Voucher,20,45.02
22.11.2025,Store 12,Peripherals,Voucher,5,268.84
21.10.2024,Store 31,Monitors,Card,14,301.57
03.05.2025,Store 19,Networking,Wallet,8,41.2
28.05.2024,Store 29,Laptops,Cash,16,363.49
29.01.2025,Store 05,Networking,Cash,7,368.78
19.09.2024,Store 30,Peripherals,Wallet,4,183.17
24.12.2024,Store 30,Networking,Card,8,233.08
13.07.2025,Store 15,Laptops,Cash,2,187.99
11.12.2024,Store 17,Peripherals,Cash,10,86.37
08.10.2025,Store 11,Laptops,Wallet,1,248.62
10.05.2024,Store 19,Laptops,Card,13,345.38
17.07.2024,Store 09,Networking,Card,9,42.84
13.09.2025,Store 11,Laptops,Voucher,2,247.59
25.11.2024,Store 18,Peripherals,Voucher,10,304.59
26.11.2024,Store 40,Laptops,Cash,22,249.4
23.10.2024,Store 17,Networking,Wallet,21,126.91
21.01.2024,Store 08,Storage,Cash,21,245.22
21.11.2024,Store 20,Peripherals,Wallet,7,65.08
09.11.2025,Store 32,Networking,Card,3,126.54
31.01.2025,Store 03,Monitors,Card,12,64.86
01.12.2025,Store 12,Monitors,Cash,15,433.2
27.12.2024,Store 30,Networking,Voucher,7,69.44
26.07.2024,Store 04,Peripherals,Wallet,18,458.3
21.01.2025,Store 23,Peripherals,Wallet,22,113.73
30.03.2025,Store 04,Monitors,Card,13,55.72
10.07.2025,Store 32,Monitors,Card,6,164.42
27.03.2025,Store 08,Laptops,Cash,14,191.22
18.09.2024,Store 37,Monitors,Wallet,1,65.22
18.04.2025,Store 11,Networking,Card,5,168.32
30.04.2024,Store 23,Networking,Voucher,12,53.68
10.02.2024,Store 14,Peripherals,Wallet,18,208.38
12.08.2025,Store 31,Storage,Card,6,180.46
30.01.2025,Store 16,Laptops,Voucher,15,323.52
11.08.2024,Store 11,Peripherals,Wallet,12,322.65
04.03.2024,Store 05,Peripherals,Cash,1,479.05
06.05.2025,Store 37,Storage,Wallet,7,182.33
08.05.2024,Store 17,Networking,Voucher,12,114.88
02.04.2025,Store 14,Monitors,Cash,10,303.68
12.01.2024,Store 32,Peripherals,Voucher,14,130.06
10.08.2025,Store 35,Monitors,Voucher,9,119.34
09.11.2025,Store 28,Monitors,Wallet,22,464.43
11.03.2024,Store 02,Peripherals,Cash,6,164.93
16.03.2025,Store 26,Networking,Card,2,130.72
16.01.2025,Store 16,Storage,Wallet,7,206.29
19.09.2025,Store 01,Networking,Cash,1,361.41
09.05.2025,Store 38,Laptops,Voucher,17,314.2
13.06.2024,Store 39,Storage,Wallet,4,281.25
26.06.2025,Store 33,Peripherals,Wallet,18,318.93
02.05.2025,Store 40,Networking,Cash,6,95
03.05.2024,Store 26,Monitors,Cash,13,458.51
15.06.2025,Store 33,Networking,Cash,15,265.19
30.04.2025,Store 22,Networking,Wallet,2,354.48
20.06.2024,Store 01,Monitors,Cash,18,217.22
05.04.2025,Store 05,Monitors,Voucher,18,33.55
05.02.2025,Store 32,Networking,Voucher,13,375.08
05.02.2025,Store 27,Networking,Cash,8,418.56
09.05.2024,Store 38,Networking,Voucher,3,288.27
23.06.2024,Store 31,Networking,Cash,4,264.7
23.09.2024,Store 11,Monitors,Cash,12,277
15.09.2025,Store 17,Peripherals,Card,10,51.65
10.08.2025,Store 02,Peripherals,Card,2,200.83
21.11.2024,Store 34,Laptops,Cash,18,230.17
08.08.2024,Store 24,Monitors,Card,12,213.07
26.08.2025,Store 34,Networking,Card,20,66.61
16.08.2024,Store 40,Monitors,Card,3,156.98
01.12.2024,Store 34,Laptops,Voucher,8,23.84
12.02.2025,Store 29,Peripherals,Voucher,3,26.22
02.05.2025,Store 31,Storage,Voucher,1,421.82
30.09.2025,Store 18,Networking,Wallet,17,30.71
28.03.2025,Store 13,Monitors,Voucher,17,117.49
12.07.2025,Store 02,Storage,Card,6,50.28
14.01.2025,Store 28,Networking,Cash,7,337.18
22.05.2025,Store 31,Monitors,Wallet,16,434.12
16.08.2024,Store 19,Laptops,Voucher,16,272.96
30.03.2025,Store 35,Storage,Voucher,21,478.93
14.10.2024,Store 40,Monitors,Wallet,3,419.32
15.12.2024,Store 14,Laptops,Cash,6,321.11
14.07.2024,Store 32,Storage,Wallet,2,62.18
17.09.2024,Store 02,Monitors,Card,19,187.06
11.12.2024,Store 01,Peripherals,Wallet,18,127.64
17.01.2024,Store 14,Monitors,Voucher,7,434.88
08.01.2024,Store 37,Peripherals,Voucher,1,50.64
17.08.2025,Store 17,Laptops,Wallet,22,468.93
05.03.2024,Store 10,Peripherals,Cash,16,420.99
27.06.2025,Store 18,Monitors,Voucher,13,154.72
27.12.2024,Store 11,Laptops,Wallet,17,226.39
17.06.2025,Store 03,Storage,Cash,19,338.03
03.04.2024,Store 15,Networking,Card,7,259.23
08.05.2025,Store 29,Peripherals,Card,21,63.38
02.11.2024,Store 19,Networking,Wallet,11,446.32
11.01.2025,Store 07,Networking,Cash,9,474.31
12.07.2025,Store 14,Networking,Wallet,16,328.18
28.12.2024,Store 37,Laptops,Wallet,17,373.88
08.02.2024,Store 12,Networking,Voucher,4,263.15
09.01.2024,Store 10,Peripherals,Wallet,21,344.04
21.01.2025,Store 37,Networking,Wallet,14,202.22
27.05.2024,Store 25,Monitors,Card,3,15.88
05.08.2024,Store 09,Networking,Voucher,7,264.88
15.10.2025,Store 27,Laptops,Card,13,79.97
02.04.2025,Store 33,Laptops,Card,5,4.41
19.08.2025,Store 18,Laptops,Voucher,1,405.84
20.12.2024,Store 26,Networking,Cash,10,292.47
06.04.2025,Store 06,Peripherals,Voucher,13,435.68
